,ds,y,Temperature [2 m elevation corrected],Temperature [1000 mb],Temperature [850 mb],Temperature [700 mb],Precipitation Total,Snowfall Amount,Relative Humidity [2 m],Wind Speed [10 m],Wind Direction [10 m],Wind Speed [80 m],Wind Direction [80 m],Wind Gust,Wind Speed [900 mb],Wind Direction [900 mb],Wind Speed [850 mb],Wind Direction [850 mb],Wind Speed [700 mb],Wind Direction [700 mb],Wind Speed [500 mb],Wind Direction [500 mb],Cloud Cover Total,Cloud Cover High [high cld lay],Cloud Cover Medium [mid cld lay],Cloud Cover Low [low cld lay],CAPE [180-0 mb above gnd],Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Mean Sea Level Pressure [MSL],Geopotential Height [1000 mb],Geopotential Height [850 mb],Geopotential Height [700 mb],Geopotential Height [500 mb],Evapotranspiration,FAO Reference Evapotranspiration [2 m],Temperature,Soil Temperature [0-10 cm down],Soil Moisture [0-10 cm down],Vapor Pressure Deficit [2 m],daylight
0,2019-05-09,32425.0,12.636808456249998,12.646250000000002,2.4662499999999996,-5.804374999999999,0.30000000000000004,0.0,54.3125,27.613140000000005,145.18618475,35.97164381249999,145.6845475,36.629998937500005,56.691020187499994,152.024549375,55.580740999999996,151.64506375,53.1896445625,161.09101812500003,51.53198681249999,168.983029375,100.0,97.5,100.0,70.4375,13.5625,0.0,169.489371875,49.98837195624999,119.50099912499998,1004.45625,37.75,1377.1875,2918.375,5485.5,0.12464999999999998,0.165670848,12.784375,10.553127249999998,0.22475,6.730077931249999,56060
1,2019-05-10,32269.0,13.851808312499998,13.5975,2.9875,-5.70375,0.2,0.0,72.25,8.087035375,189.471434125,9.679757600000002,192.03155749999996,10.25999959375,12.364198812500002,200.47199812500003,14.292336468750003,236.06584875,18.7938711875,265.58467,22.5983510625,200.0038525,74.975000025,61.0625,68.5625,68.375,52.125,232.59574200000003,221.55437500000002,105.37934438125001,116.17502674999999,1004.8312500000001,41.375,1383.1875,2930.3125,5489.0,0.12609,0.1284138220375,14.979375000000001,12.07188425,0.22962500000000008,4.68400300625,56276
2,2019-05-11,42183.0,13.484308625,12.588750000000001,3.04,-6.599375,0.1,0.0,70.4375,14.096497937499999,249.59105424999998,16.502417656250003,251.58343303125002,15.682499593749998,13.519047356250002,239.99659485625003,14.469182687499998,251.937074375,20.703153625000002,225.43863500000003,30.6405350625,231.654803125,41.75,1.1875,2.75,40.875,45.4375,520.2531920000001,302.766875,158.6295600625,144.1373160625,1011.4124999999999,95.625,1436.0625,2980.5625,5531.1875,0.15200999999999998,0.16355949881249998,15.646875,12.606882,0.22581249999999997,4.826298225,56488
3,2019-05-12,10530.0,10.1786836875,9.125625,3.2199999999999998,-4.975625,2.7,0.0,74.0625,23.208361312500003,167.22295976875,28.046385187499997,168.83607537499998,29.5874995625,32.37021475,91.92397581249999,36.396620937499996,125.8023415625,41.069626875,180.64277875,49.529842375,203.181605625,100.0,27.75,97.375,97.1875,20.9375,0.0,193.24124812500003,62.189860868749996,131.051386,1020.6000000000001,169.3125,1503.1875,3053.1875,5617.0625,0.12852000000000002,0.11483569015875,11.365,10.2993813125,0.22937500000000005,3.39980004125,56699
4,2019-05-13,28684.0,8.98055846875,6.661250000000001,-1.8993749999999996,-8.880624999999998,0.0,0.0,74.3125,19.201762062499995,341.11436999999995,21.640065812500005,342.15655625,23.714999312499998,31.516383812500003,314.9552048625,27.900855875,333.31615437500005,20.320812781250005,227.570059875,82.194571375,192.75389,98.625,47.3125,83.0625,69.9375,6.0625,10.212765,282.57499625,143.95684787500002,138.61814781249998,1030.025,243.875,1554.25,3077.125,5618.0,0.12708,0.126190834,11.551874999999999,9.21562953125,0.249,3.034502306875,56906
